1104.6	0.0002	0.0001
1105.6	0.0002	0.0001
1106.6	0.0002	0.0001
1107.6	0.0002	0.0001
1108.6	0.0003	0.0001
1109.6	0.0003	0.0001
1110.6	0.0003	0.0002
1111.6	0.0003	0.0002
1112.6	0.0003	0.0002
1113.6	0.0003	0.0002
1114.6	0.0003	0.0002
1115.6	0.0003	0.0002
1116.6	0.0003	0.0002
1117.6	0.0003	0.0002
1118.6	0.0003	0.0002
1119.6	0.0003	0.0002
1120.6	0.0003	0.0002
1121.6	0.0003	0.0002
1122.6	0.0003	0.0002
1123.6	0.0004	0.0002
1124.6	0.0004	0.0002
1125.6	0.0004	0.0002
1126.6	0.0003	0.0002
1127.6	0.0003	0.0002
1128.6	0.0003	0.0002
1129.6	0.0003	0.0002
1130.6	0.0003	0.0002
1131.6	0.0003	0.0002
1132.6	0.0003	0.0002
1133.6	0.0003	0.0002
1134.6	0.0003	0.0002
1135.6	0.0003	0.0002
1136.6	0.0003	0.0002
1137.6	0.0003	0.0002
1138.6	0.0002	0.0002
1139.6	0.0002	0.0002
1140.6	0.0002	0.0002
1141.6	0.0002	0.0002
1142.6	0.0002	0.0002
1143.6	0.0002	0.0002
1144.6	0.0002	0.0002
1145.6	0.0002	0.0003
1146.6	0.0002	0.0003
1147.6	0.0002	0.0003
1148.6	0.0002	0.0003
1149.6	0.0002	0.0003
1150.6	0.0002	0.0004
1151.6	0.0003	0.0004
1152.6	0.0003	0.0004
1153.6	0.0003	0.0004
1154.6	0.0003	0.0005
1155.6	0.0003	0.0005
1156.6	0.0003	0.0005
1157.6	0.0003	0.0005
1158.6	0.0003	0.0005
1159.6	0.0003	0.0006
1160.6	0.0003	0.0006
1161.6	0.0003	0.0006
1162.6	0.0003	0.0006
1163.6	0.0003	0.0006
1164.6	0.0004	0.0007
1165.6	0.0003	0.0006
1166.6	0.0003	0.0006
1167.6	0.0003	0.0006
1168.6	0.0003	0.0005
1169.6	0.0003	0.0005
1170.6	0.0003	0.0005
1171.6	0.0003	0.0004
1172.6	0.0002	0.0004
1173.6	0.0002	0.0004
1174.6	0.0002	0.0003
1175.6	0.0002	0.0003
1176.6	0.0002	0.0003
1177.6	0.0002	0.0003
1178.6	0.0002	0.0002
1179.6	0.0001	0.0002
1180.6	0.0001	0.0002
1181.6	0.0001	0.0001
1182.6	0.0001	0.0001
1183.6	0.0001	0.0001
1184.6	0.0001	0
1185.6	0.0001	0
1186.6	0.0001	0
1187.6	0.0001	0
1188.6	0.0001	0
1189.6	0.0001	0
1190.6	0.0001	0
1191.6	0.0001	0
1192.6	0.0001	0
1193.6	0.0001	0.0001
1194.6	0.0001	0.0001
1195.6	0.0001	0.0001
1196.6	0.0001	0.0001
1197.6	0.0001	0.0001
1198.6	0.0001	0.0001
1199.6	0.0001	0.0001
1200.6	0.0001	0.0001
1201.6	0.0001	0.0001
1202.6	0.0001	0.0001
1203.6	0.0001	0.0001
1204.6	0.0001	0.0001
1205.6	0.0001	0.0001
1206.6	0.0001	0.0001
1207.6	0.0001	0.0001
1208.6	0.0002	0.0001
1209.6	0.0002	0.0001
1210.6	0.0002	0.0001
1211.6	0.0002	0.0001
1212.6	0.0002	0.0001
1213.6	0.0002	0.0001
1214.6	0.0002	0.0001
1215.6	0.0002	0.0002
1216.6	0.0002	0.0002
1217.6	0.0002	0.0002
1218.6	0.0002	0.0002
1219.6	0.0002	0.0002
1220.6	0.0002	0.0002
1221.6	0.0002	0.0002
1222.6	0.0002	0.0002
1223.6	0.0002	0.0002
1224.6	0.0002	0.0002
1225.6	0.0002	0.0002
1226.6	0.0002	0.0002
1227.6	0.0002	0.0002
1228.6	0.0002	0.0002
1229.6	0.0002	0.0002
1230.6	0.0002	0.0002
1231.6	0.0002	0.0002
1232.6	0.0002	0.0002
1233.6	0.0002	0.0002
1234.6	0.0002	0.0003
1235.6	0.0002	0.0003
1236.6	0.0002	0.0003
1237.6	0.0002	0.0003
1238.6	0.0002	0.0003
1239.6	0.0002	0.0003
1240.6	0.0002	0.0003
1241.6	0.0002	0.0003
1242.6	0.0002	0.0003
1243.6	0.0002	0.0003
1244.6	0.0002	0.0003
1245.6	0.0002	0.0003
1246.6	0.0002	0.0003
1247.6	0.0002	0.0003
1248.6	0.0002	0.0003
1249.6	0.0002	0.0003
1250.6	0.0002	0.0003
1251.6	0.0002	0.0003
1252.6	0.0002	0.0003
1253.6	0.0002	0.0003
1254.6	0.0002	0.0003
1255.6	0.0002	0.0003
1256.6	0.0002	0.0003
1257.6	0.0001	0.0003
1258.6	0.0001	0.0004
1259.6	0.0001	0.0004
1260.6	0.0001	0.0004
1261.6	0.0001	0.0004
1262.6	0.0001	0.0004
1263.6	0.0001	0.0004
1264.6	0.0001	0.0004
1265.6	0.0001	0.0004
1266.6	0.0001	0.0003
1267.6	0.0001	0.0003
1268.6	0.0001	0.0003
1269.6	0.0001	0.0003
1270.6	0.0001	0.0003
1271.6	0.0001	0.0003
1272.6	0.0002	0.0003
1273.6	0.0002	0.0003
1274.6	0.0002	0.0002
1275.6	0.0002	0.0002
1276.6	0.0002	0.0002
1277.6	0.0002	0.0002
1278.6	0.0002	0.0002
1279.6	0.0002	0.0002
1280.6	0.0002	0.0002
1281.6	0.0002	0.0002
1282.6	0.0002	0.0001
1283.6	0.0002	0.0001
1284.6	0.0002	0.0001
1285.6	0.0002	0.0001
1286.6	0.0002	0.0001
1287.6	0.0002	0.0002
1288.6	0.0002	0.0002
1289.6	0.0002	0.0002
1290.6	0.0002	0.0002
1291.6	0.0002	0.0002
1292.6	0.0002	0.0002
1293.6	0.0002	0.0002
1294.6	0.0002	0.0002
1295.6	0.0001	0.0002
1296.6	0.0001	0.0003
1297.6	0.0001	0.0003
1298.6	0.0001	0.0003
1299.6	0.0001	0.0003
1300.6	0.0001	0.0003
1301.6	0.0001	0.0003
1302.6	0.0001	0.0003
1303.6	0.0001	0.0003
1304.6	0.0001	0.0004
1305.6	0.0001	0.0004
1306.6	0.0001	0.0004
1307.6	0.0001	0.0004
1308.6	0.0001	0.0004
1309.6	0.0001	0.0004
1310.6	0.0001	0.0004
1311.6	0.0001	0.0004
1312.6	0.0001	0.0004
1313.6	0.0001	0.0004
1314.6	0.0001	0.0005
1315.6	0.0001	0.0005
1316.6	0.0001	0.0005
1317.6	0.0001	0.0005
1318.6	0.0001	0.0005
1319.6	0.0001	0.0005
1320.6	0.0002	0.0005
1321.6	0.0002	0.0005
1322.6	0.0002	0.0005
1323.6	0.0002	0.0006
1324.6	0.0002	0.0006
1325.6	0.0002	0.0005
1326.6	0.0002	0.0005
1327.6	0.0002	0.0005
1328.6	0.0001	0.0005
1329.6	0.0001	0.0004
1330.6	0.0001	0.0004
1331.6	0.0001	0.0004
1332.6	0.0001	0.0004
1333.6	0.0001	0.0003
1334.6	0.0001	0.0003
1335.6	0.0001	0.0003
1336.6	0.0001	0.0003
1337.6	0.0001	0.0002
1338.6	0.0001	0.0002
1339.6	0.0001	0.0002
1340.6	0.0001	0.0002
1341.6	0.0001	0.0001
1342.6	0.0001	0.0001
1343.6	0.0001	0.0001
1344.6	0	0
1345.6	0.0001	0
1346.6	0.0001	0
1347.6	0.0001	0
1348.6	0.0001	0
1349.6	0.0001	0
1350.6	0.0001	0
1351.6	0.0001	0
1352.6	0.0002	0
1353.6	0.0002	0
1354.6	0.0002	0
1355.6	0.0002	0
1356.6	0.0002	0
1357.6	0.0002	0
1358.6	0.0002	0
1359.6	0.0002	0
1360.6	0.0003	0
1361.6	0.0003	0
1362.6	0.0003	0
1363.6	0.0003	0
1364.6	0.0003	0
1365.6	0.0003	0
1366.6	0.0003	0
1367.6	0.0003	0.0001
1368.6	0.0003	0.0001
1369.6	0.0003	0.0001
1370.6	0.0002	0.0001
1371.6	0.0002	0.0001
1372.6	0.0002	0.0002
1373.6	0.0002	0.0002
1374.6	0.0002	0.0002
1375.6	0.0002	0.0002
1376.6	0.0002	0.0002
1377.6	0.0002	0.0003
1378.6	0.0002	0.0003
1379.6	0.0002	0.0003
1380.6	0.0001	0.0003
1381.6	0.0001	0.0003
1382.6	0.0001	0.0003
1383.6	0.0001	0.0004
1384.6	0.0001	0.0004
1385.6	0.0001	0.0004
1386.6	0.0001	0.0004
1387.6	0.0001	0.0004
1388.6	0.0001	0.0004
1389.6	0.0001	0.0004
1390.6	0.0001	0.0004
1391.6	0.0001	0.0004
1392.6	0.0001	0.0003
1393.6	0.0001	0.0003
1394.6	0.0001	0.0003
1395.6	0.0001	0.0003
1396.6	0.0001	0.0003
1397.6	0.0001	0.0003
1398.6	0.0001	0.0003
1399.6	0	0.0003
1400.6	0	0.0003
1401.6	0	0.0003
1402.6	0	0.0003
1403.6	0	0.0003
1404.6	0	0.0003
1405.6	0	0.0003
1406.6	0	0.0003
1407.6	0	0.0003
1408.6	0.0001	0.0003
1409.6	0.0001	0.0002
1410.6	0.0001	0.0002
1411.6	0.0001	0.0002
1412.6	0.0001	0.0002
1413.6	0.0001	0.0002
1414.6	0.0001	0.0002
1415.6	0.0001	0.0002
1416.6	0.0001	0.0002
1417.6	0.0001	0.0002
1418.6	0.0001	0.0002
1419.6	0.0001	0.0001
1420.6	0.0001	0.0001
1421.6	0.0001	0.0001
1422.6	0.0001	0.0001
1423.6	0.0001	0.0001
1424.6	0.0001	0.0001
1425.6	0.0001	0.0001
1426.6	0.0002	0.0001
1427.6	0.0002	0.0001
1428.6	0.0002	0.0001
1429.6	0.0002	0.0001
1430.6	0.0002	0.0002
1431.6	0.0002	0.0002
1432.6	0.0002	0.0002
1433.6	0.0002	0.0002
1434.6	0.0002	0.0002
1435.6	0.0002	0.0002
1436.6	0.0002	0.0002
1437.6	0.0002	0.0002
1438.6	0.0002	0.0002
1439.6	0.0002	0.0002
1440.6	0.0002	0.0002
1441.6	0.0002	0.0002
1442.6	0.0003	0.0003
1443.6	0.0003	0.0003
1444.6	0.0003	0.0003
1445.6	0.0003	0.0003
1446.6	0.0003	0.0003
1447.6	0.0003	0.0003
1448.6	0.0002	0.0003
1449.6	0.0002	0.0003
1450.6	0.0002	0.0002
1451.6	0.0002	0.0002
1452.6	0.0002	0.0002
1453.6	0.0002	0.0002
1454.6	0.0002	0.0002
1455.6	0.0002	0.0002
1456.6	0.0002	0.0002
1457.6	0.0002	0.0002
1458.6	0.0002	0.0002
1459.6	0.0002	0.0002
1460.6	0.0002	0.0002
1461.6	0.0002	0.0002
1462.6	0.0002	0.0002
1463.6	0.0002	0.0002
1464.6	0.0002	0.0002
1465.6	0.0002	0.0002
1466.6	0.0002	0.0002
1467.6	0.0002	0.0002
1468.6	0.0002	0.0002
1469.6	0.0002	0.0002
1470.6	0.0002	0.0002
1471.6	0.0002	0.0003
1472.6	0.0002	0.0003
1473.6	0.0002	0.0003
1474.6	0.0002	0.0003
1475.6	0.0002	0.0003
1476.6	0.0002	0.0003
1477.6	0.0002	0.0003
1478.6	0.0002	0.0003
1479.6	0.0002	0.0004
1480.6	0.0002	0.0004
1481.6	0.0002	0.0004
1482.6	0.0002	0.0004
1483.6	0.0002	0.0004
1484.6	0.0002	0.0004
1485.6	0.0002	0.0004
1486.6	0.0002	0.0004
1487.6	0.0002	0.0004
1488.6	0.0002	0.0004
1489.6	0.0002	0.0004
1490.6	0.0002	0.0004
1491.6	0.0002	0.0004
1492.6	0.0002	0.0003
1493.6	0.0002	0.0003
1494.6	0.0002	0.0003
1495.6	0.0002	0.0003
1496.6	0.0002	0.0003
1497.6	0.0002	0.0003
1498.6	0.0002	0.0003
1499.6	0.0002	0.0003
1500.6	0.0002	0.0003
1501.6	0.0003	0.0003
1502.6	0.0003	0.0003
1503.6	0.0003	0.0003
1504.6	0.0003	0.0003
1505.6	0.0003	0.0002
1506.6	0.0002	0.0002
1507.6	0.0002	0.0002
1508.6	0.0002	0.0002
1509.6	0.0002	0.0002
1510.6	0.0002	0.0002
