12.93	19.9639
12.94	19.117103
12.95	18.273638
12.96	17.43016
12.97	16.944882
12.98	16.459591
12.99	16.001892
13	15.544193
13.01	15.086494
13.02	14.628781
13.03	14.171082
13.04	13.713382
13.05	13.255683
13.06	12.797984
13.07	12.340271
13.08	11.882572
13.09	11.424873
13.1	10.967173
13.11	10.509474
13.12	10.051762
13.13	9.594062
13.14	9.136363
13.15	8.678664
13.16	8.220964
13.17	7.763252
13.18	7.305552
13.19	6.847853
13.2	6.390154
13.21	5.932455
13.22	5.474742
13.23	5.017043
13.24	4.559343
13.25	4.101644
13.26	3.643945
13.27	3.186232
13.28	2.728533
13.29	2.270834
13.3	1.813134
13.31	1.355435
13.32	0.897723
13.33	0.440023
