2	601
400	0.1454
401	0.1457
402	0.1462
403	0.1465
404	0.1469
405	0.1475
406	0.1479
407	0.1482
408	0.1488
409	0.1489
410	0.1501
411	0.1502
412	0.1505
413	0.1512
414	0.1517
415	0.1521
416	0.1527
417	0.1532
418	0.1539
419	0.1543
420	0.1549
421	0.1555
422	0.1563
423	0.1569
424	0.1573
425	0.158
426	0.1586
427	0.1594
428	0.1599
429	0.1607
430	0.1617
431	0.1625
432	0.1629
433	0.1637
434	0.1646
435	0.1653
436	0.1661
437	0.1668
438	0.1677
439	0.1684
440	0.1692
441	0.1698
442	0.1705
443	0.1713
444	0.1717
445	0.1726
446	0.1731
447	0.1737
448	0.1744
449	0.175
450	0.1756
451	0.176
452	0.1765
453	0.1766
454	0.1769
455	0.1774
456	0.1778
457	0.1782
458	0.1789
459	0.1791
460	0.1796
461	0.1801
462	0.1806
463	0.181
464	0.1812
465	0.1813
466	0.1817
467	0.1818
468	0.1821
469	0.1825
470	0.1827
471	0.1829
472	0.1833
473	0.1837
474	0.1841
475	0.1845
476	0.1847
477	0.185
478	0.1857
479	0.1861
480	0.1867
481	0.1871
482	0.1877
483	0.188
484	0.1885
485	0.189
486	0.1889
487	0.1894
488	0.1903
489	0.191
490	0.1917
491	0.1924
492	0.1926
493	0.1933
494	0.1939
495	0.1947
496	0.1951
497	0.1958
498	0.1962
499	0.1968
500	0.1975
501	0.198
502	0.1985
503	0.1992
504	0.1998
505	0.2004
506	0.2013
507	0.2017
508	0.2022
509	0.2029
510	0.2036
511	0.2041
512	0.2048
513	0.2053
514	0.2058
515	0.2063
516	0.2071
517	0.2068
518	0.2077
519	0.2084
520	0.2094
521	0.2101
522	0.2108
523	0.2112
524	0.2121
525	0.2129
526	0.2132
527	0.2132
528	0.2143
529	0.2154
530	0.2158
531	0.2167
532	0.2172
533	0.2174
534	0.2182
535	0.219
536	0.2198
537	0.2201
538	0.221
539	0.2215
540	0.2219
541	0.2224
542	0.2234
543	0.224
544	0.2246
545	0.2254
546	0.226
547	0.2267
548	0.2273
549	0.2281
550	0.2288
551	0.2295
552	0.2302
553	0.2309
554	0.2317
555	0.2326
556	0.2331
557	0.2336
558	0.2345
559	0.2348
560	0.2356
561	0.2367
562	0.2373
563	0.2381
564	0.2387
565	0.2394
566	0.2398
567	0.2407
568	0.2415
569	0.2418
570	0.2427
