1	2014	1	1	4.583	4.785	103.042	65.11	162.69
2	2014	1	2	5.333	54.693	-72.865	63.37	173.257
3	2014	1	3	4.417	26.16	98.865	65.737	159.44
4	2014	1	4	5.083	43.557	-74.945	63.515	169.923
5	2014	1	5	4.167	43.155	96.665	66.5	156.155
6	2014	1	6	4.917	27.935	-77.103	63.772	166.595
7	2014	1	7	4	54.775	94.688	67.308	153.035
8	2014	1	8	4.667	6.965	-80.503	64.2	163.243
9	2014	1	9	3.75	63.737	92.595	68.348	149.768
9	2014	1	9	5.417	59.033	-71.82	62.52	173.925
10	2014	1	10	4.5	15.642	100.197	64.688	159.935
11	2014	1	11	5.167	49.525	-73.917	62.525	170.53
12	2014	1	12	4.25	35.485	97.715	65.36	156.58
13	2014	1	13	5	36.355	-76.003	62.67	167.188
14	2014	1	14	4.083	49.603	95.645	66.11	153.333
15	2014	1	15	4.75	17.84	-78.387	62.917	163.78
16	2014	1	16	3.833	59.677	93.625	66.927	150.102
16	2014	1	16	5.5	63.052	-70.73	61.21	174.79
17	2014	1	17	4.583	4.785	103.04	63.32	160.39
18	2014	1	18	5.333	54.693	-72.882	61.158	171.262
19	2014	1	19	4.417	26.163	98.86	63.83	157.065
20	2014	1	20	5.083	43.56	-74.95	61.177	167.862
21	2014	1	21	4.167	43.155	96.665	64.485	153.7
22	2014	1	22	4.917	27.47	-77.158	61.347	164.385
23	2014	1	23	4	55.308	94.58	65.22	150.325
24	2014	1	24	4.667	6.515	-80.688	61.585	160.93
25	2014	1	25	3.75	63.74	92.59	66.055	147.105
25	2014	1	25	5.417	59.033	-71.84	59.49	172.145
26	2014	1	26	4.5	16.097	100.132	61.977	157.522
27	2014	1	27	5.167	49.523	-73.923	59.39	168.663
28	2014	1	28	4.25	35.485	97.71	62.503	154.115
29	2014	1	29	5	35.885	-76.068	59.432	165.12
30	2014	1	30	4.083	49.6	95.638	63.13	150.753
31	2014	1	31	4.75	17.382	-78.455	59.545	161.602
32	2014	2	1	3.833	59.68	93.62	63.85	147.405
32	2014	2	1	5.5	62.467	-70.855	57.605	173.125
33	2014	2	2	4.583	5.235	102.753	59.853	158.1
34	2014	2	3	5.333	54.695	-72.893	57.267	169.67
35	2014	2	4	4.417	26.625	98.798	60.228	154.605
36	2014	2	5	5.083	43.563	-74.96	57.17	166.122
37	2014	2	6	4.167	43.153	96.655	60.75	151.173
38	2014	2	7	4.917	27.472	-77.168	57.225	162.49
39	2014	2	8	4	55.308	94.573	61.428	147.675
40	2014	2	9	4.667	6.51	-80.678	57.392	158.89
41	2014	2	10	3.75	63.743	92.585	62.16	144.313
41	2014	2	10	5.417	59.035	-71.845	54.97	170.93
42	2014	2	11	4.5	16.095	100.138	57.71	155.332
43	2014	2	12	5.167	49.522	-73.927	54.752	167.262
44	2014	2	13	4.25	35.487	97.725	58.125	151.755
45	2014	2	14	5	36.355	-75.997	54.655	163.64
46	2014	2	15	4.083	49.605	95.652	58.67	148.23
47	2014	2	16	4.75	17.84	-78.378	54.717	159.925
48	2014	2	17	3.833	59.68	93.63	59.345	144.732
48	2014	2	17	5.5	63.055	-70.743	52.353	172.565
49	2014	2	18	4.583	4.785	103.053	54.92	156.2
50	2014	2	19	5.333	54.695	-72.863	52.132	168.732
51	2014	2	20	4.417	26.16	98.87	55.237	152.533
52	2014	2	21	5.083	43.563	-74.94	51.915	164.95
53	2014	2	22	4.167	43.153	96.667	55.74	148.833
54	2014	2	23	4.917	27.938	-77.095	51.875	161.165
55	2014	2	24	4	54.775	94.695	56.265	145.29
56	2014	2	25	4.667	6.965	-80.503	51.985	157.308
57	2014	2	26	3.75	63.737	92.595	57.085	141.6
57	2014	2	26	5.417	59.033	-71.83	49.35	170.435
58	2014	2	27	4.5	16.097	100.167	52.235	153.43
59	2014	2	28	5.167	49.52	-73.897	49.05	166.513
60	2014	3	1	4.25	35.487	97.735	52.62	149.6
61	2014	3	2	5	36.355	-75.982	48.9	162.602
62	2014	3	3	4.083	49.6	95.665	53.145	145.845
63	2014	3	4	4.75	17.837	-78.37	48.875	158.565
64	2014	3	5	3.833	59.675	93.65	53.765	142.098
65	2014	3	6	4.583	4.785	103.072	49.073	154.56
66	2014	3	7	5.333	54.695	-72.86	46.075	168.413
67	2014	3	8	4.417	26.622	98.828	49.385	150.508
68	2014	3	9	5.083	43.563	-74.93	45.83	164.305
69	2014	3	10	4.167	43.153	96.685	49.845	146.6
70	2014	3	11	4.917	27.47	-77.14	45.767	160.07
71	2014	3	12	4	55.305	94.6	50.487	142.625
72	2014	3	13	4.667	6.065	-80.85	45.872	155.79
73	2014	3	14	3.75	63.735	92.62	51.17	138.802
73	2014	3	14	5.417	59.03	-71.827	43.08	170.625
74	2014	3	15	4.5	16.55	100.098	46.095	151.6
75	2014	3	16	5.167	49.525	-73.91	42.735	166.275
76	2014	3	17	4.25	35.487	97.73	46.488	147.512
77	2014	3	18	5	35.885	-76.055	42.585	161.815
78	2014	3	19	4.083	49.603	95.66	47.048	143.425
79	2014	3	20	4.75	17.385	-78.435	42.583	157.398
80	2014	3	21	3.833	59.68	93.643	47.755	139.39
80	2014	3	21	5.5	62.467	-70.815	40.24	173.11
81	2014	3	22	4.583	4.785	103.07	42.743	153.023
82	2014	3	23	5.333	54.695	-72.857	39.68	168.647
83	2014	3	24	4.417	26.622	98.827	43.13	148.57
84	2014	3	25	5.083	43.565	-74.935	39.415	164.03
85	2014	3	26	4.167	43.153	96.682	43.64	144.26
86	2014	3	27	4.917	27.472	-77.138	39.387	159.288
87	2014	3	28	4	55.308	94.597	44.38	139.935
88	2014	3	29	4.667	6.965	-80.493	39.457	154.62
89	2014	3	30	3.75	63.743	92.607	45.21	135.82
89	2014	3	30	5.417	59.037	-71.818	36.71	171.335
90	2014	3	31	4.5	16.092	100.158	39.79	149.875
91	2014	4	1	5.167	49.525	-73.908	36.355	166.37
92	2014	4	2	4.25	35.487	97.73	40.315	145.26
93	2014	4	3	5	36.357	-75.993	36.205	161.433
94	2014	4	4	4.083	49.603	95.658	40.96	140.725
95	2014	4	5	4.833	17.84	-78.37	36.28	156.385
96	2014	4	6	3.833	59.677	93.64	41.803	136.32
97	2014	4	7	4.583	4.785	103.083	36.56	151.337
98	2014	4	8	5.333	54.695	-72.853	33.42	169.12
99	2014	4	9	4.417	26.16	98.878	37.01	146.42
100	2014	4	10	5.083	43.565	-74.935	33.175	163.772
101	2014	4	11	4.167	43.153	96.682	37.682	141.505
102	2014	4	12	4.917	27.475	-77.145	33.22	158.307
103	2014	4	13	4	55.305	94.6	38.585	136.745
104	2014	4	14	4.667	6.515	-80.677	33.423	152.86
105	2014	4	15	3.75	63.738	92.61	39.585	132.272
105	2014	4	15	5.417	59.033	-71.827	30.61	172.125
106	2014	4	16	4.5	16.095	100.158	33.87	147.568
107	2014	4	17	5.167	49.523	-73.915	30.315	166.34
108	2014	4	18	4.25	35.485	97.73	34.567	142.405
109	2014	4	19	5	35.885	-76.055	30.305	160.445
110	2014	4	20	4.083	49.598	95.658	35.412	137.385
111	2014	4	21	4.75	17.388	-78.44	30.465	154.587
112	2014	4	22	3.833	59.67	93.64	36.463	132.588
112	2014	4	22	5.5	62.465	-70.845	28.097	175.293
113	2014	4	23	4.583	5.235	102.81	30.945	148.872
114	2014	4	24	5.333	54.692	-72.875	27.635	169.265
115	2014	4	25	4.417	26.622	98.827	31.605	143.29
116	2014	4	26	5.083	43.075	-75.007	27.578	162.82
117	2014	4	27	4.167	43.64	96.605	32.56	137.832
118	2014	4	28	4.917	27.472	-77.152	27.707	156.58
119	2014	4	29	4	55.305	94.59	33.625	132.765
120	2014	4	30	4.667	6.515	-80.685	28.165	150.383
121	2014	5	1	3.75	63.74	92.61	34.85	127.915
121	2014	5	1	5.417	59.037	-71.827	25.242	172.51
122	2014	5	2	4.5	16.095	100.158	28.838	144.355
123	2014	5	3	5.167	49.525	-73.923	25.065	165.625
124	2014	5	4	4.25	35.485	97.728	29.79	138.62
125	2014	5	5	5	36.36	-76	25.195	158.855
126	2014	5	6	4.083	49.6	95.658	30.915	133.167
127	2014	5	7	4.833	17.843	-78.378	25.64	152.105
128	2014	5	8	3.833	59.678	93.635	32.26	128.105
129	2014	5	9	4.583	4.785	103.088	26.33	145.51
130	2014	5	10	5.333	54.695	-72.865	22.88	168.625
131	2014	5	11	4.417	26.16	98.885	27.295	139.395
132	2014	5	12	5.083	43.565	-74.938	22.972	161.228
133	2014	5	13	4.167	43.153	96.678	28.522	133.557
134	2014	5	14	4.917	27.938	-77.092	23.375	153.958
135	2014	5	15	4	54.775	94.705	29.845	128.272
136	2014	5	16	4.667	6.965	-80.515	24.108	146.875
137	2014	5	17	3.75	63.735	92.595	31.555	123.288
137	2014	5	17	5.417	59.035	-71.815	21.03	171.86
138	2014	5	18	4.5	15.637	100.228	25.095	140.283
139	2014	5	19	5.167	49.525	-73.902	21.075	163.78
140	2014	5	20	4.25	35.015	97.787	26.335	134.15
141	2014	5	21	5	36.355	-75.997	21.45	155.925
142	2014	5	22	4.083	49.597	95.658	27.85	128.402
143	2014	5	23	4.833	18.298	-78.323	22.15	148.435
144	2014	5	24	3.917	59.675	93.64	29.503	123.28
144	2014	5	24	5.5	63.055	-70.71	19.41	175.54
145	2014	5	25	4.583	4.335	103.417	23.195	141.292
146	2014	5	26	5.333	54.695	-72.85	19.485	166.655
147	2014	5	27	4.417	26.16	98.88	24.522	134.742
148	2014	5	28	5.083	43.565	-74.925	19.85	158.188
149	2014	5	29	4.167	42.665	96.75	26.017	128.957
150	2014	5	30	4.917	27.938	-77.1	20.547	150.04
151	2014	5	31	4	54.77	94.7	27.75	123.655
152	2014	6	1	4.667	7.42	-80.372	21.595	142.602
153	2014	6	2	3.75	63.737	92.605	29.72	118.75
153	2014	6	2	5.417	59.033	-71.81	18.253	169.72
154	2014	6	3	4.5	15.637	100.222	22.975	135.727
155	2014	6	4	5.167	50.03	-73.842	18.49	160.835
156	2014	6	5	4.25	35.013	97.79	24.565	129.67
157	2014	6	6	5	36.357	-75.995	19.317	152.122
158	2014	6	7	4.083	49.597	95.658	26.407	124.17
159	2014	6	8	4.833	18.298	-78.325	20.355	144.26
160	2014	6	9	3.917	59.673	93.64	28.337	119.305
160	2014	6	9	5.5	63.055	-70.735	17.25	173.16
161	2014	6	10	4.583	4.333	103.415	21.763	137.135
162	2014	6	11	5.333	54.695	-72.845	17.705	163.568
163	2014	6	12	4.417	26.16	98.88	23.4	130.727
164	2014	6	13	5.083	43.565	-74.932	18.397	154.577
165	2014	6	14	4.167	43.15	96.678	25.27	125.155
166	2014	6	15	4.917	27.933	-77.103	19.45	146.328
167	2014	6	16	4	54.772	94.705	27.183	120.35
168	2014	6	17	4.667	6.967	-80.525	20.868	138.965
169	2014	6	18	3.75	63.737	92.605	29.4	115.907
169	2014	6	18	5.417	59.033	-71.82	17.15	166.695
170	2014	6	19	4.5	15.637	100.223	22.495	132.465
171	2014	6	20	5.167	49.523	-73.917	17.825	157.37
172	2014	6	21	4.25	35.485	97.73	24.415	126.745
173	2014	6	22	5	36.355	-75.995	18.895	149.03
174	2014	6	23	4.083	49.595	95.658	26.42	121.785
175	2014	6	24	4.833	17.843	-78.382	20.283	141.41
176	2014	6	25	3.917	59.67	93.638	28.587	117.507
177	2014	6	26	4.583	4.785	103.092	21.943	134.74
178	2014	6	27	5.333	54.695	-72.865	17.623	160.773
179	2014	6	28	4.417	26.157	98.88	23.795	129.015
180	2014	6	29	5.083	43.565	-74.94	18.64	152.207
181	2014	6	30	4.167	43.15	96.678	25.855	123.948
182	2014	7	1	4.917	27.472	-77.158	20.028	144.43
183	2014	7	2	4	55.305	94.59	28.087	119.568
184	2014	7	3	4.667	6.515	-80.695	21.665	137.705
185	2014	7	4	3.75	63.735	92.605	30.31	115.685
185	2014	7	4	5.417	59.033	-71.838	17.783	164.515
186	2014	7	5	4.5	16.095	100.158	23.503	131.895
187	2014	7	6	5.167	49.525	-73.917	18.76	155.905
188	2014	7	7	4.25	35.485	97.728	25.53	126.795
189	2014	7	8	5	35.885	-76.065	20.085	148.08
190	2014	7	9	4.083	49.598	95.658	27.673	122.365
191	2014	7	10	4.833	17.388	-78.45	21.655	141.3
192	2014	7	11	3.833	59.675	93.64	29.93	118.452
192	2014	7	11	5.5	62.465	-70.848	18.403	168.357
193	2014	7	12	4.583	5.235	102.818	23.462	135.333
194	2014	7	13	5.333	54.695	-72.875	19.202	160.125
195	2014	7	14	4.417	27.08	98.77	25.505	130.145
196	2014	7	15	5.083	43.075	-75.025	20.46	152.253
197	2014	7	16	4.167	43.635	96.603	27.625	125.61
198	2014	7	17	4.917	27.01	-77.212	21.995	145.492
199	2014	7	18	4	55.305	94.59	29.837	121.68
200	2014	7	19	4.667	6.065	-80.885	23.725	139.515
201	2014	7	20	5.417	58.478	-71.96	20.113	164.175
202	2014	7	21	4.5	17.003	100.035	25.68	134.195
203	2014	7	22	5.167	49.018	-74	21.225	156.842
204	2014	7	23	4.25	35.958	97.665	27.728	129.61
205	2014	7	24	5	35.415	-76.132	22.615	150.027
206	2014	7	25	4.083	50.11	95.565	29.95	125.515
207	2014	7	26	4.75	16.932	-78.512	24.25	144.113
208	2014	7	27	3.833	60.245	93.495	32.298	121.838
208	2014	7	27	5.5	62.467	-70.867	21.248	168.94
209	2014	7	28	4.583	5.685	102.575	26.105	138.813
210	2014	7	29	5.333	54.173	-72.967	22.3	161.66
211	2014	7	30	4.417	27.085	98.763	28.092	134.075
212	2014	7	31	5.083	43.077	-75.02	23.545	155.15
213	2014	8	1	4.167	43.64	96.603	30.24	129.935
214	2014	8	2	4.917	27.012	-77.21	25.1	149.188
215	2014	8	3	4	55.305	94.587	32.44	126.235
216	2014	8	4	4.667	6.065	-80.882	26.815	143.813
217	2014	8	5	3.75	63.74	92.603	34.725	122.91
217	2014	8	5	5.417	59.037	-71.842	23.615	166.793
218	2014	8	6	4.5	16.55	100.092	28.725	139.083
219	2014	8	7	5.167	49.525	-73.92	24.8	160.378
220	2014	8	8	4.25	35.96	97.665	30.77	134.725
221	2014	8	9	5	35.885	-76.07	26.212	154.365
222	2014	8	10	4.083	49.6	95.655	32.855	130.997
223	2014	8	11	4.833	17.388	-78.45	27.838	149.08
224	2014	8	12	3.833	59.675	93.635	35.095	127.52
224	2014	8	12	5.5	62.467	-70.857	25.427	171.318
225	2014	8	13	4.583	5.235	102.81	29.62	144.202
226	2014	8	14	5.333	54.695	-72.885	26.373	165.325
227	2014	8	15	4.417	26.622	98.82	31.545	139.848
228	2014	8	16	5.083	43.565	-74.945	27.667	159.677
229	2014	8	17	4.167	43.15	96.673	33.588	135.94
230	2014	8	18	4.917	27.472	-77.158	29.165	154.313
231	2014	8	19	4	55.302	94.59	35.795	132.275
232	2014	8	20	4.667	6.515	-80.688	30.83	149.475
233	2014	8	21	3.75	63.74	92.605	38.01	129.027
233	2014	8	21	5.417	59.035	-71.83	28.33	170.133
234	2014	8	22	4.5	16.095	100.152	32.615	145.043
235	2014	8	23	5.167	49.523	-73.927	29.445	164.555
236	2014	8	24	4.25	35.485	97.723	34.58	141.02
237	2014	8	25	5	36.357	-76.008	30.78	159.473
238	2014	8	26	4.083	49.6	95.647	36.653	137.368
239	2014	8	27	4.833	17.843	-78.395	32.287	154.625
240	2014	8	28	3.917	59.678	93.632	38.795	133.97
241	2014	8	29	4.583	4.785	103.077	33.995	150.19
242	2014	8	30	5.333	54.695	-72.868	31.533	169.277
243	2014	8	31	4.417	26.62	98.818	35.86	146.06
244	2014	9	1	5.083	43.563	-74.952	32.702	164.28
245	2014	9	2	4.167	43.147	96.667	37.778	142.313
246	2014	9	3	4.917	27.475	-77.162	34.12	159.523
247	2014	9	4	4	55.305	94.585	39.888	138.775
248	2014	9	5	4.667	6.515	-80.705	35.653	155.1
249	2014	9	6	3.75	63.735	92.6	42	135.598
249	2014	9	6	5.417	59.035	-71.84	33.825	173.565
250	2014	9	7	4.5	16.092	100.147	37.355	151.055
251	2014	9	8	5.167	49.525	-73.917	34.912	168.755
252	2014	9	9	4.25	35.485	97.72	39.173	147.212
253	2014	9	10	5	36.357	-76.012	36.12	164.22
254	2014	9	11	4.083	49.598	95.647	41.125	143.705
255	2014	9	12	4.833	17.84	-78.39	37.548	159.887
256	2014	9	13	3.917	59.673	93.63	43.145	140.393
257	2014	9	14	4.583	4.785	103.073	39.088	155.758
258	2014	9	15	5.333	54.695	-72.878	37.285	172.875
259	2014	9	16	4.417	26.62	98.813	40.81	151.875
260	2014	9	17	5.083	43.565	-74.948	38.388	168.475
261	2014	9	18	4.167	43.147	96.667	42.62	148.333
262	2014	9	19	4.917	27.472	-77.158	39.68	164.18
263	2014	9	20	4	55.302	94.583	44.58	144.888
264	2014	9	21	4.667	6.515	-80.698	41.105	160.148
265	2014	9	22	3.75	63.735	92.6	46.555	141.75
265	2014	9	22	5.417	59.032	-71.838	39.855	176.582
266	2014	9	23	4.5	16.093	100.143	42.625	156.323
267	2014	9	24	5.167	49.523	-73.923	40.83	172.29
268	2014	9	25	4.25	35.487	97.715	44.347	152.725
269	2014	9	26	5	35.885	-76.063	41.99	168.1
270	2014	9	27	4.083	49.603	95.645	46.13	149.32
271	2014	9	28	4.833	17.388	-78.45	43.26	164.147
272	2014	9	29	3.833	59.678	93.615	48.09	146.143
273	2014	9	30	4.583	4.785	103.06	44.645	160.405
274	2014	10	1	5.333	54.695	-72.875	43.38	175.74
275	2014	10	2	4.417	26.163	98.865	46.195	156.84
276	2014	10	3	5.083	43.565	-74.945	44.377	171.755
277	2014	10	4	4.167	43.153	96.665	47.885	153.35
278	2014	10	5	4.917	27.472	-77.165	45.533	167.813
279	2014	10	6	4	55.305	94.58	49.685	150.003
280	2014	10	7	4.667	6.968	-80.52	46.79	164.135
281	2014	10	8	3.75	63.74	92.58	51.605	146.982
281	2014	10	8	5.417	59.035	-71.83	46.017	178.765
282	2014	10	9	4.5	16.097	100.143	48.24	160.505
283	2014	10	10	5.167	49.525	-73.927	46.865	174.845
284	2014	10	11	4.25	35.485	97.713	49.793	157.057
285	2014	10	12	5	36.357	-76.012	47.872	171.103
286	2014	10	13	4.083	49.603	95.637	51.408	153.76
287	2014	10	14	4.833	17.843	-78.39	49.03	167.405
288	2014	10	15	3.917	59.677	93.62	53.165	150.625
288	2014	10	15	5.5	63.057	-70.722	48.612	-178.475
289	2014	10	16	4.583	4.785	103.053	50.32	163.825
290	2014	10	17	5.333	54.695	-72.878	49.385	177.59
291	2014	10	18	4.417	26.16	98.86	51.717	160.42
292	2014	10	19	5.083	43.565	-74.952	50.26	173.9
293	2014	10	20	4.167	43.155	96.665	53.25	157.06
294	2014	10	21	4.917	27.938	-77.113	51.255	170.305
295	2014	10	22	4	55.305	94.58	54.887	153.8
